RECUPERATE_DATE,DOSE_DAYS_SUM,RECUPERATE_DATE_1,temp_diff,ilsahap_mj_m2,ilsohap_hr
20140906,283,20140906,10.5,18.51,9.9
20140910,111,20140910,12.2,18.02,11.7
20140911,830,20140911,11.7,16.71,10.9
20140912,653,20140912,8,9.31,2.1
20140913,170,20140913,9.7,15.27,10.1
20140915,816,20140915,6.9,12.92,4.4
20140916,1027,20140916,11.2,16.64,9.9
20140917,643,20140917,5,6.82,0
20140918,646,20140918,10.8,13.77,9.2
20140919,836,20140919,13.5,16.52,10.6
20140920,242,20140920,12.7,18.14,11.4
20140921,60,20140921,8.1,7.84,4.4
20140922,674,20140922,12.9,16.15,11.1
20140923,534,20140923,10.9,15.04,9.9
20140924,823,20140924,5.8,6.96,2.5
20140925,507,20140925,10,13.69,8
20140926,489,20140926,5.6,8.01,3
20140927,307,20140927,6.8,9.76,6.8
20140929,1018,20140929,3,2.03,0
20140930,353,20140930,8.3,14.02,10.2
20141001,534,20141001,9.5,11.31,7.2
20141002,681,20141002,3,2.51,0
20141004,226,20141004,11.4,15.61,10.8
20141006,1460,20141006,12.1,15.32,10.6
20141007,368,20141007,10.9,13.32,9.9
20141008,665,20141008,13.6,14.67,10.6
20141010,577,20141010,13.8,15.11,10.6
20141011,272,20141011,12,15.6,10.7
20141012,63,20141012,15.1,15.03,10.2
20141013,859,20141013,10.7,14.38,9.3
20141014,927,20141014,11.5,15.13,10.7
20141015,613,20141015,11.1,13.26,9.1
20141016,622,20141016,8.7,12.93,7.9
20141017,897,20141017,14.6,14.32,10.2
20141018,207,20141018,13.1,13,9.6
20141020,642,20141020,4.2,1.51,0
20141021,727,20141021,3.8,1.8,0
20141022,529,20141022,8.3,12.22,8.1
20141023,682,20141023,12.1,13.3,9.9
20141024,561,20141024,11.1,9.72,7.5
20141025,259,20141025,9.3,9.85,6
20141027,529,20141027,10.8,14.28,9.8
20141028,848,20141028,16.7,13.73,9.7
20141029,584,20141029,15.9,11.81,9
20141030,418,20141030,13.1,9.39,5.9
20141031,226,20141031,5.4,4.4,0.3
20141101,191,20141101,7.8,9.77,6
20141103,602,20141103,11,12.97,9.7
20141104,617,20141104,13.1,12.23,9.7
20141105,892,20141105,12,9.74,8
20141106,681,20141106,8.2,8.04,6.8
20141107,571,20141107,11.4,10.46,9.5
20141108,93,20141108,8.2,4.58,0.8
20141110,904,20141110,13,11.53,9.7
20141111,593,20141111,9.9,7.89,7.1
20141112,590,20141112,11.3,9.39,8.4
20141113,758,20141113,7.4,11.81,9.4
20141114,263,20141114,11.4,10.66,9.5
20141115,242,20141115,10,10.34,9.3
20141116,14,20141116,9.8,9,7.5
20141117,825,20141117,5.2,6.32,5.7
20141118,759,20141118,8.7,11.06,9.4
20141119,433,20141119,13.2,9.97,9
20141120,1250,20141120,11.9,9.2,8.8
20141121,889,20141121,10.6,7.46,6.1
20141122,369,20141122,4.7,1.93,0.4
20141124,609,20141124,5.2,3.64,0
20141125,786,20141125,8.5,8.14,5.7
20141126,659,20141126,8.1,8.67,7.4
20141127,737,20141127,8.2,5.44,3.3
20141128,569,20141128,3.6,1.21,0
20141129,278,20141129,7.3,8.47,6.7
20141201,697,20141201,15.1,5.49,4.6
20141202,814,20141202,5.5,10.4,9
20141203,478,20141203,6,5.88,4.5
20141204,575,20141204,7.2,8.91,8.9
20141205,623,20141205,7.6,10.05,9.3
20141206,493,20141206,8.3,9.5,9.1
20141208,617,20141208,7.5,9.38,8.9
20141209,717,20141209,11.5,9.25,9
20141210,953,20141210,6.1,3.29,0.7
20141211,338,20141211,8.4,7.8,7.2
20141212,732,20141212,7.5,6.08,4.2
20141213,266,20141213,5.3,9.67,9.1
20141214,63,20141214,9.2,6.58,5.4
20141215,1062,20141215,3.7,2.3,0
20141216,363,20141216,11.1,9.72,8.2
20141217,709,20141217,5.9,9.26,9.2
20141218,863,20141218,11,9.85,9.2
20141219,485,20141219,8.1,4.27,0.4
20141220,199,20141220,8.7,9.1,7.6
20141222,947,20141222,10.5,7.03,6.6
20141223,942,20141223,7.5,4.77,2
20141224,703,20141224,9.5,6.66,7.6
20141226,692,20141226,9.9,9.6,9.1
20141227,91,20141227,11.3,8.47,8.7
20141228,14,20141228,5.2,2.93,0.3
20141229,873,20141229,6.9,4.98,3.4
20141230,486,20141230,7.9,8.22,7.6
20141231,584,20141231,8.6,8.49,6.7
20150102,586,20150102,7.1,9.07,7.6
20150103,422,20150103,12.3,8.66,7.9
20150104,28,20150104,8.3,5.32,3.6
20150105,581,20150105,9,6.48,4.4
20150106,1088,20150106,11.6,10.47,9.2
20150107,777,20150107,8.3,10.12,9.2
20150108,822,20150108,9.3,10.09,9.2
20150109,355,20150109,10.3,8.74,9.1
20150110,169,20150110,10.4,9.41,9.1
20150111,1,20150111,6.8,9.6,9.2
20150112,525,20150112,11,10.05,9.3
20150113,649,20150113,10.9,8.14,5.8
20150114,272,20150114,6.4,3.36,0.3
20150115,533,20150115,10.1,8.47,7.2
20150116,466,20150116,5.9,2.79,1.3
20150117,107,20150117,7.7,10.89,9.3
20150119,752,20150119,7.1,7.52,7.4
20150120,570,20150120,10.8,9.79,8.7
20150121,756,20150121,7.7,5.67,1.5
20150122,828,20150122,6.3,5.51,1.6
20150123,320,20150123,6.5,6.88,6.7
20150124,363,20150124,7.6,8.35,7.2
20150126,526,20150126,6.3,3.06,1.1
20150127,531,20150127,7.9,11.85,9.4
20150128,360,20150128,11.8,10.98,8.9
20150129,505,20150129,7.6,4.09,0
20150130,538,20150130,7.8,10.69,9
20150131,267,20150131,9.3,12.07,9.7
20150201,28,20150201,11.8,12.34,9.7
20150202,780,20150202,11.7,10.21,7.6
20150203,760,20150203,10.7,10.3,9.1
20150204,547,20150204,8.9,9.31,7.9
20150205,557,20150205,8.6,10.43,9
20150206,1022,20150206,10.8,11.5,9.5
20150207,113,20150207,8.4,6.2,4.1
20150209,432,20150209,12.9,10.34,7.3
20150210,1616,20150210,7.8,5.88,5
20150211,827,20150211,8.8,11.1,8
20150212,804,20150212,6.3,13.4,9.7
20150213,674,20150213,10.4,13.33,9.8
20150214,228,20150214,9.7,3.13,0.3
20150216,1042,20150216,3.8,1.41,0
20150217,741,20150217,3.6,4.86,2.4
20150218,5,20150218,4.8,5.48,1.6
20150221,73,20150221,1.9,2.74,0
20150223,740,20150223,8.3,12.64,8
20150224,747,20150224,8.6,13.75,9.3
20150225,791,20150225,12.3,11.32,5.8
20150226,750,20150226,8.2,12.37,9.1
20150227,647,20150227,10.4,15.22,9.3
20150228,226,20150228,8.4,5.9,0
20150301,42,20150301,6.1,9.47,5.5
20150302,667,20150302,11.6,15.5,10.3
20150303,907,20150303,8,4.6,0
20150304,327,20150304,6,16.79,10.8
20150305,696,20150305,10.9,12.96,8.6
20150306,990,20150306,13.6,16.17,10.9
20150307,122,20150307,13.3,16,10.6
20150309,694,20150309,13.6,15.27,9.4
20150310,960,20150310,7.9,18.52,11
20150311,1067,20150311,12.6,12.06,10
20150312,788,20150312,10.2,17.66,11.1
20150313,693,20150313,9.2,18.08,11
20150314,413,20150314,12.8,16.81,9.8
20150316,613,20150316,17.3,16.19,10
20150317,428,20150317,9.2,5.91,0.3
20150318,484,20150318,6,4.62,0
20150319,595,20150319,14.5,16.82,10.6
20150320,403,20150320,14.3,15.98,8.4
20150321,210,20150321,10.9,14.97,8.3
20150323,735,20150323,10.1,19.17,11.5
20150324,807,20150324,13.3,19.59,11.6
20150325,619,20150325,14.1,18.79,11.5
20150326,875,20150326,13.2,19.14,11.6
20150327,995,20150327,13,18.41,11.3
20150328,86,20150328,14.5,17.9,10.3
20150330,491,20150330,14.9,17.94,10.8
20150331,1087,20150331,4.9,3.09,0
20150401,804,20150401,7.6,14.44,5.3
20150402,502,20150402,13.3,11.5,4.8
20150403,647,20150403,8.2,7.42,2.4
20150404,206,20150404,9.6,12.62,5.5
20150405,42,20150405,2.1,2.89,0
20150406,1043,20150406,8.5,10.2,1.7
20150407,1157,20150407,6.7,10.17,4.7
20150408,682,20150408,10.2,14.69,8.3
20150409,1304,20150409,12.5,18.2,10.8
20150410,839,20150410,14.6,20.67,11.6
20150411,505,20150411,14,19.87,11.6
20150413,764,20150413,10.2,14.89,5.6
20150414,1103,20150414,2.2,5.33,0
20150415,337,20150415,11.4,16.51,8.5
20150416,420,20150416,7.9,3.64,1.1
20150417,400,20150417,11.3,22.45,12.1
20150418,320,20150418,18.5,19.74,9.8
20150419,28,20150419,6.1,5.15,0
20150420,548,20150420,6.5,8.68,3.2
20150421,768,20150421,13.2,22.93,12.5
20150422,523,20150422,11.4,19.32,11.2
20150423,397,20150423,12.1,21.03,10.8
20150424,632,20150424,12.4,22.53,12.2
20150425,127,20150425,13.8,22.89,12.6
20150427,452,20150427,12.2,22.03,12.3
20150428,948,20150428,14.6,19.07,9.6
20150429,654,20150429,2.6,5.86,0
20150430,652,20150430,13.2,21.6,12.3
20150501,35,20150501,11.3,22.13,12.3
20150502,249,20150502,10.2,15.24,6.6
20150503,28,20150503,2.5,5.26,0.3
20150504,740,20150504,7.6,24.18,12.4
20150505,35,20150505,11.6,25.05,12.9
20150506,673,20150506,12.2,16.16,6.6
20150507,463,20150507,13.4,18.9,9.2
20150508,867,20150508,11,14.53,3.9
20150509,367,20150509,11.4,21.61,10.6
20150511,457,20150511,9.7,13.34,3.8
20150512,786,20150512,7.2,12.77,4.7
20150513,522,20150513,9.6,23.36,12.4
20150514,418,20150514,11.3,19.15,8.7
20150515,1001,20150515,7.4,10.61,3.6
20150516,217,20150516,13.6,25.62,13.3
20150518,920,20150518,8.5,13.57,2.8
20150519,523,20150519,3.2,3.31,0.2
20150520,469,20150520,11.3,24.87,12.9
20150521,948,20150521,13.4,24.6,12.4
20150522,758,20150522,13.5,24.5,12.9
20150523,306,20150523,14.7,23.67,12.3
20150525,31,20150525,14.3,24.39,13.4
20150526,987,20150526,16.2,25.46,13.4
20150527,681,20150527,17.1,25.76,13.5
20150528,1081,20150528,15.5,23.3,12.3
20150529,761,20150529,11.3,18.44,8.1
20150530,144,20150530,6.2,9.2,4
20150601,661,20150601,12.7,20.01,12
20150602,820,20150602,11.7,21.87,12.5
20150603,872,20150603,12.3,26.58,13.2
20150604,563,20150604,14.4,,9.9
20150605,587,20150605,4.5,5.94,0.3
20150608,864,20150608,9.6,14.74,5.1
20150609,755,20150609,9.3,19.71,10.6
20150610,460,20150610,17.3,23.47,11.1
20150611,402,20150611,9.5,11.53,4.2
20150612,358,20150612,10.5,22.5,11.9
20150613,360,20150613,10.8,16.79,8.5
20150615,545,20150615,11,18.62,9.2
20150616,546,20150616,10.9,21.08,9.8
20150617,548,20150617,10.6,15.34,7.1
20150618,706,20150618,11.7,20.21,8.9
20150619,528,20150619,9.9,18.87,9.2
20150620,342,20150620,5.6,3.25,0
20150621,28,20150621,14,23.21,12.8
20150622,1251,20150622,9.7,21.88,11.3
20150623,827,20150623,11.3,20.76,11.7
20150624,419,20150624,9.5,18.02,8.6
20150625,669,20150625,8.1,11.93,2.4
20150626,393,20150626,7.3,10.37,0.3
20150627,253,20150627,11.9,26.17,12.6
20150629,437,20150629,9.4,22.5,11.4
20150630,892,20150630,7.3,8.49,2.8
20150701,605,20150701,6.9,23.03,11.7
20150702,820,20150702,8.9,20.63,11.1
20150703,503,20150703,9.1,22.48,11.1
20150704,135,20150704,11.7,20.86,10.9
20150706,994,20150706,12.3,20.44,9.9
20150707,892,20150707,8.3,14.8,5.5
20150708,557,20150708,5.6,12.41,1.3
20150709,593,20150709,9.7,14.1,4.5
20150710,532,20150710,10.7,17.95,8.7
20150711,223,20150711,10.3,17.99,9.9
20150712,28,20150712,4,4.84,0
20150713,1004,20150713,3.5,3.52,0.1
20150714,845,20150714,8.9,20.45,10.1
20150715,952,20150715,11.2,19.53,11.4
20150716,590,20150716,8.3,20.99,11.2
20150717,562,20150717,10.2,18.65,8.1
20150718,260,20150718,5.5,8.93,1.1
20150719,63,20150719,8.5,12.69,3.4
20150720,865,20150720,6.8,10.48,1.7
20150721,578,20150721,5,7.53,0.3
20150722,656,20150722,6.4,8.63,2.2
20150723,821,20150723,7.2,8.55,2.3
20150724,462,20150724,2.8,3.79,0
20150725,211,20150725,2,1.93,0
20150727,546,20150727,5.6,9.43,3.6
20150728,898,20150728,6.6,15.95,7.2
20150729,856,20150729,4,5.49,0.2
20150730,659,20150730,7.6,15.12,7.9
20150731,692,20150731,6.2,14.93,6.7
20150803,788,20150803,5.9,12.74,6
20150804,1143,20150804,5.4,9.77,3.7
20150805,671,20150805,6.8,15.78,7.5
20150806,216,20150806,9.9,21.48,11.8
20150807,521,20150807,8.4,15.11,7.5
20150808,330,20150808,8.7,11.69,5
20150810,822,20150810,8.1,18.83,8.6
20150811,542,20150811,6.1,11.2,2.2
20150812,667,20150812,10.8,19.87,10.6
20150813,477,20150813,7.2,14.56,8.5
20150814,419,20150814,9.8,18.54,11.2
20150815,5,20150815,7.7,13.04,6.5
20150817,756,20150817,13.1,20.18,11.3
20150818,967,20150818,8.1,16.34,8.7
20150819,553,20150819,5.5,9.03,0.2
20150820,752,20150820,3.9,6.42,0.8
20150821,679,20150821,6.3,10.35,4.3
20150822,319,20150822,6.2,14.11,6.9
20150824,418,20150824,7,12.71,5.3
20150825,579,20150825,5.3,4.19,0
20150826,805,20150826,6.4,11.44,3.6
20150827,935,20150827,8.8,21.75,12.2
20150828,494,20150828,9.1,12.64,6.8
20150829,399,20150829,11.8,17.29,10.7
20150831,745,20150831,10.2,16.15,8.8
20150901,873,20150901,8.1,16.85,8.3
20150902,615,20150902,5.7,8.66,3.3
20150903,719,20150903,8.4,16.1,10.2
20150904,453,20150904,10.1,15.13,8.4
20150905,181,20150905,4.2,5.13,0
20150907,623,20150907,11.9,20.4,12.2
20150908,854,20150908,12.7,21.41,12.3
20150909,826,20150909,14.8,20.51,12
20150910,927,20150910,11.4,19.7,11.9
20150911,605,20150911,7.6,7.39,1.8
20150912,660,20150912,8.5,11.82,5.8
20150914,816,20150914,11.4,14.36,10
20150915,947,20150915,11.3,19.02,11.2
20150916,558,20150916,10.7,19.62,11.7
20150917,699,20150917,12.1,19.7,11.4
20150918,588,20150918,13.3,18.02,10
20150919,486,20150919,12,17.45,11.5
20150921,1132,20150921,12.9,14.14,10
20150922,868,20150922,13,17.12,11.2
20150923,1030,20150923,7.1,7.24,2.1
20150924,1289,20150924,13.1,16.16,10.3
20150925,578,20150925,10.8,14.77,9.5
20150929,42,20150929,12.3,17.07,9.4
20150930,942,20150930,6.8,9.74,3.7
20151001,535,20151001,9,1.74,0
20151002,638,20151002,12.9,14.08,10.5
20151005,1053,20151005,14.6,16.27,11
20151006,1161,20151006,14.2,15.06,10.5
20151007,627,20151007,11.6,11.87,6.9
20151008,922,20151008,10.7,14.45,9.8
20151010,320,20151010,6.8,4.71,2.2
20151011,28,20151011,6.3,5.97,1.5
20151012,808,20151012,9.7,15.18,10.6
20151013,793,20151013,13.5,13.78,10.1
20151014,875,20151014,13.6,14.07,9.2
20151015,644,20151015,14,13.21,9.8
20151016,670,20151016,11,9.97,7.6
20151017,307,20151017,14.2,13.82,10.2
20151019,785,20151019,10.3,10.67,7.6
20151020,1120,20151020,9.7,10.77,6.9
20151021,741,20151021,8.8,9.93,6.7
20151022,790,20151022,8.6,9.2,4.6
20151023,509,20151023,6.2,7.24,4.1
20151024,301,20151024,8.8,10.46,6.9
20151026,771,20151026,6.7,7.11,2.4
20151027,1006,20151027,8.2,9.17,7
20151028,613,20151028,10.2,13.01,9.7
20151029,421,20151029,11.5,10.86,7
20151030,413,20151030,8.7,13.64,9.7
20151031,182,20151031,11.2,13.52,9.7
20151102,620,20151102,9.1,8.68,6.6
20151103,934,20151103,12.1,10.84,9
20151104,809,20151104,14,11.07,9.1
20151105,1036,20151105,10.6,9.56,8.1
20151106,591,20151106,9.6,8.42,5.6
20151107,273,20151107,2.4,2,0
20151109,564,20151109,2.3,3.48,0
20151110,1074,20151110,5.8,6.06,2.6
20151111,431,20151111,11.1,9.47,7.1
20151112,667,20151112,10.8,11.05,8.9
20151113,286,20151113,2.6,1.54,0
20151114,326,20151114,3.2,2.24,0
20151115,60,20151115,6.6,8.5,5.4
20151116,552,20151116,3.3,2.51,0
20151117,1017,20151117,8.3,10.27,8.8
20151118,897,20151118,4.2,1.53,0
20151119,817,20151119,4.1,2.82,0
20151120,569,20151120,7.3,6.66,5.3
20151121,171,20151121,10.4,9.03,8.2
20151123,616,20151123,4.5,3.56,0
20151124,819,20151124,6.1,4.6,0
20151125,544,20151125,4.4,2.16,0.4
20151126,540,20151126,5.7,3.63,2.3
20151127,373,20151127,9.3,7.12,5.2
20151128,200,20151128,5.3,2.62,0
20151130,733,20151130,7.6,9.51,8.5
20151201,368,20151201,11.7,9.03,9.1
20151202,725,20151202,5.6,1.46,0.5
20151203,916,20151203,6.5,2.76,1.3
20151204,395,20151204,7.5,7.65,6.9
20151205,278,20151205,6.6,9.01,7.8
20151207,708,20151207,10.1,8.99,8.8
20151208,1050,20151208,11,8.42,9
20151209,756,20151209,11.7,7.36,7.2
20151210,670,20151210,3.4,1.48,0
20151211,438,20151211,8.9,8.33,7.7
20151212,271,20151212,9.9,9.32,8.9
20151214,585,20151214,3.8,1.89,0
20151215,862,20151215,6.2,4.65,3.2
20151216,723,20151216,7.8,8.78,8.3
20151217,908,20151217,7,9.77,9.1
20151218,840,20151218,6,1.66,0
20151219,507,20151219,11.4,8.78,8.8
20151221,508,20151221,5.2,3.11,2.4
20151222,510,20151222,9.2,7.97,7.1
20151223,1282,20151223,7.7,6.87,5.9
20151224,617,20151224,6.9,6,4.7
20151226,229,20151226,7.9,4.48,0
20151228,908,20151228,8.5,9.78,9.2
20151229,589,20151229,11.6,7.16,7.6
20151230,570,20151230,7.8,5.43,3.1
20151231,858,20151231,4.7,3.98,2.9
